game_id,date,datetime,season,status,period,time,postseason,home_team_score,visitor_team_score,home_team_id,home_team_conference,home_team_name,visitor_team_id,visitor_team_conference,visitor_team_name,point_diff,total_points,home_team_won,day_of_week,month,year,hour
858357,2023-03-10,,2022-2023,Final,4,Final,False,119,115,16,East,Miami Heat,6,East,Cleveland Cavaliers,4,234,1,Friday,March,2023,
858372,2023-03-12,,2022-2023,Final,4,Final,False,108,114,4,East,Charlotte Hornets,6,East,Cleveland Cavaliers,-6,222,0,Sunday,March,2023,
858376,2023-03-13,,2022-2023,Final,4,Final,False,111,109,11,West,Houston Rockets,2,East,Boston Celtics,2,220,1,Monday,March,2023,
858388,2023-03-14,,2022-2023,Final,4,Final,False,107,123,25,West,Portland Trail Blazers,20,East,New York Knicks,-16,230,0,Tuesday,March,2023,
858394,2023-03-15,,2022-2023,Final,4,Final,False,138,119,16,East,Miami Heat,15,West,Memphis Grizzlies,19,257,1,Wednesday,March,2023,
858398,2023-03-16,,2022-2023,Final,4,Final,False,100,119,9,East,Detroit Pistons,8,West,Denver Nuggets,-19,219,0,Thursday,March,2023,
858402,2023-03-17,,2022-2023,Final,4,Final,False,117,94,6,East,Cleveland Cavaliers,30,East,Washington Wizards,23,211,1,Friday,March,2023,
858411,2023-03-18,,2022-2023,Final,4,Final,False,116,110,20,East,New York Knicks,8,West,Denver Nuggets,6,226,1,Saturday,March,2023,
858425,2023-03-20,,2022-2023,Final,4,Final,False,115,109,4,East,Charlotte Hornets,12,East,Indiana Pacers,6,224,1,Monday,March,2023,
858435,2023-03-21,,2022-2023,Final,4,Final,False,119,84,19,West,New Orleans Pelicans,27,West,San Antonio Spurs,35,203,1,Tuesday,March,2023,
858437,2023-03-22,,2022-2023,Final,4,Final,False,115,127,29,West,Utah Jazz,25,West,Portland Trail Blazers,-12,242,0,Wednesday,March,2023,
858460,2023-03-24,,2022-2023,Final,4,Final,False,135,127,26,West,Sacramento Kings,24,West,Phoenix Suns,8,262,1,Friday,March,2023,
858465,2023-03-25,,2022-2023,Final,4,Final,False,121,113,26,West,Sacramento Kings,29,West,Utah Jazz,8,234,1,Saturday,March,2023,
858483,2023-03-27,,2022-2023,Final,4,Final,False,104,127,12,East,Indiana Pacers,7,West,Dallas Mavericks,-23,231,0,Monday,March,2023,
858479,2023-03-27,,2022-2023,Final,4,Final,False,137,115,20,East,New York Knicks,11,West,Houston Rockets,22,252,1,Monday,March,2023,
858499,2023-03-29,,2022-2023,Final,4,Final,False,117,128,27,West,San Antonio Spurs,29,West,Utah Jazz,-11,245,0,Wednesday,March,2023,
