player_id,first_name,last_name,position,height_feet,height_inches,height_total_inches,weight_pounds,jersey_number,college,country,draft_year,draft_round,draft_number,team_id,team_abbreviation,team_name,team_conference,team_division,full_name,position_standard
301,Wesley,Matthews,G-F,6.0,5.0,77.0,,,,,,,,1,ATL,Atlanta Hawks,East,Southeast,Wesley Matthews,G-F
302,Luc,Mbah a Moute,F,6.0,8.0,80.0,,,,,,,,17,MIL,Milwaukee Bucks,East,Central,Luc Mbah a Moute,F
303,CJ,McCollum,G,6.0,3.0,75.0,,,,,,,,19,NOP,New Orleans Pelicans,West,Southwest,CJ McCollum,G
304,T.J.,McConnell,G,6.0,1.0,73.0,,,,,,,,12,IND,Indiana Pacers,East,Central,T.J. McConnell,G
305,Doug,McDermott,F,6.0,6.0,78.0,,,,,,,,26,SAC,Sacramento Kings,West,Pacific,Doug McDermott,F
306,JaVale,McGee,C,7.0,0.0,84.0,,,,,,,,26,SAC,Sacramento Kings,West,Pacific,JaVale McGee,C
307,Rodney,McGruder,F-G,6.0,4.0,76.0,,,,,,,,10,GSW,Golden State Warriors,West,Pacific,Rodney McGruder,G-F
308,Alfonzo,McKinnie,F,6.0,7.0,79.0,,,,,,,,5,CHI,Chicago Bulls,East,Central,Alfonzo McKinnie,F
309,Ben,McLemore,G,6.0,3.0,75.0,,,,,,,,25,POR,Portland Trail Blazers,West,Northwest,Ben McLemore,G
310,Jordan,McRae,G,6.0,5.0,77.0,,,,,,,,30,WAS,Washington Wizards,East,Southeast,Jordan McRae,G
311,Jodie,Meeks,G,6.0,4.0,76.0,,,,,,,,23,PHI,Philadelphia 76ers,East,Atlantic,Jodie Meeks,G
312,Salah,Mejri,C,7.0,2.0,86.0,,,,,,,,7,DAL,Dallas Mavericks,West,Southwest,Salah Mejri,C
313,De'Anthony,Melton,G,6.0,3.0,75.0,,,,,,,,3,BKN,Brooklyn Nets,East,Atlantic,De'Anthony Melton,G
314,Chimezie,Metu,F,6.0,10.0,82.0,,,,,,,,9,DET,Detroit Pistons,East,Central,Chimezie Metu,F
315,Khris,Middleton,F,6.0,7.0,79.0,,,,,,,,30,WAS,Washington Wizards,East,Southeast,Khris Middleton,F
316,CJ,Miles,F-G,6.0,6.0,78.0,,,,,,,,2,BOS,Boston Celtics,East,Atlantic,CJ Miles,G-F
317,Darius,Miller,F,6.0,6.0,78.0,,,,,,,,19,NOP,New Orleans Pelicans,West,Southwest,Darius Miller,F
318,Paul,Millsap,F,6.0,7.0,79.0,,,,,,,,23,PHI,Philadelphia 76ers,East,Atlantic,Paul Millsap,F
319,Patty,Mills,G,6.0,2.0,74.0,,,,,,,,13,LAC,LA Clippers,West,Pacific,Patty Mills,G
320,Shake,Milton,G,6.0,5.0,77.0,,,,,,,,14,LAL,Los Angeles Lakers,West,Pacific,Shake Milton,G
321,Nikola,Mirotic,F,6.0,10.0,82.0,,,,,,,,5,CHI,Chicago Bulls,East,Central,Nikola Mirotic,F
322,Donovan,Mitchell,G,6.0,3.0,75.0,,,,,,,,6,CLE,Cleveland Cavaliers,East,Central,Donovan Mitchell,G
323,Naz,Mitrou-Long,G,6.0,3.0,75.0,,,,,,,,29,UTA,Utah Jazz,West,Northwest,Naz Mitrou-Long,G
324,Malik,Monk,G,6.0,3.0,75.0,,,,,,,,26,SAC,Sacramento Kings,West,Pacific,Malik Monk,G
325,Greg,Monroe,C,6.0,10.0,82.0,,,,,,,,18,MIN,Minnesota Timberwolves,West,Northwest,Greg Monroe,C
326,E'Twaun,Moore,G,6.0,3.0,75.0,,,,,,,,22,ORL,Orlando Magic,East,Southeast,E'Twaun Moore,G
327,Jaylen,Morris,G,6.0,5.0,77.0,,,,,,,,27,SAS,San Antonio Spurs,West,Southwest,Jaylen Morris,G
328,Marcus,Morris,F,6.0,8.0,80.0,,,,,,,,6,CLE,Cleveland Cavaliers,East,Central,Marcus Morris,F
329,Markieff,Morris,F,6.0,9.0,81.0,,,,,,,,14,LAL,Los Angeles Lakers,West,Pacific,Markieff Morris,F
330,Monte,Morris,G,6.0,2.0,74.0,,,,,,,,24,PHX,Phoenix Suns,West,Pacific,Monte Morris,G
331,Johnathan,Motley,F,6.0,8.0,80.0,,,,,,,,13,LAC,LA Clippers,West,Pacific,Johnathan Motley,F
332,Timofey,Mozgov,C,7.0,1.0,85.0,,,,,,,,8,DEN,Denver Nuggets,West,Northwest,Timofey Mozgov,C
333,Emmanuel,Mudiay,G,6.0,3.0,75.0,,,,,,,,26,SAC,Sacramento Kings,West,Pacific,Emmanuel Mudiay,G
334,Dejounte,Murray,G,6.0,4.0,76.0,,,,,,,,19,NOP,New Orleans Pelicans,West,Southwest,Dejounte Murray,G
335,Jamal,Murray,G,6.0,4.0,76.0,,,,,,,,8,DEN,Denver Nuggets,West,Northwest,Jamal Murray,G
336,Dzanan,Musa,G-F,6.0,9.0,81.0,,,,,,,,3,BKN,Brooklyn Nets,East,Atlantic,Dzanan Musa,G-F
337,Mike,Muscala,F-C,6.0,10.0,82.0,,,,,,,,21,OKC,Oklahoma City Thunder,West,Northwest,Mike Muscala,F-C
338,Svi,Mykhailiuk,G,6.0,7.0,79.0,,,,,,,,29,UTA,Utah Jazz,West,Northwest,Svi Mykhailiuk,G
339,Abdel,Nader,F,6.0,5.0,77.0,,,,,,,,24,PHX,Phoenix Suns,West,Pacific,Abdel Nader,F
340,Larry,Nance Jr.,F,6.0,8.0,80.0,,,,,,,,1,ATL,Atlanta Hawks,East,Southeast,Larry Nance Jr.,F
341,Shabazz,Napier,G,6.0,0.0,72.0,,,,,,,,25,POR,Portland Trail Blazers,West,Northwest,Shabazz Napier,G
342,Nene,,C-F,6.0,11.0,83.0,,,,,,,,8,DEN,Denver Nuggets,West,Northwest,Nene ,F-C
343,Raul,Neto,G,6.0,2.0,74.0,,,,,,,,6,CLE,Cleveland Cavaliers,East,Central,Raul Neto,G
344,Georges,Niang,F,6.0,7.0,79.0,,,,,,,,1,ATL,Atlanta Hawks,East,Southeast,Georges Niang,F
345,Nerlens,Noel,F-C,6.0,11.0,83.0,,,,,,,,3,BKN,Brooklyn Nets,East,Atlantic,Nerlens Noel,F-C
346,Dirk,Nowitzki,F,7.0,0.0,84.0,,,,,,,,7,DAL,Dallas Mavericks,West,Southwest,Dirk Nowitzki,F
347,Frank,Ntilikina,G,6.0,4.0,76.0,,,,,,,,4,CHA,Charlotte Hornets,East,Southeast,Frank Ntilikina,G
348,James,Nunnally,F,6.0,7.0,79.0,,,,,,,,23,PHI,Philadelphia 76ers,East,Atlantic,James Nunnally,F
349,Jusuf,Nurkic,C,7.0,0.0,84.0,,,,,,,,4,CHA,Charlotte Hornets,East,Southeast,Jusuf Nurkic,C
350,David,Nwaba,G,6.0,5.0,77.0,,,,,,,,21,OKC,Oklahoma City Thunder,West,Northwest,David Nwaba,G
351,Royce,O'Neale,F,6.0,6.0,78.0,,,,,,,,24,PHX,Phoenix Suns,West,Pacific,Royce O'Neale,F
352,Kyle,O'Quinn,C,6.0,9.0,81.0,,,,,,,,20,NYK,New York Knicks,East,Atlantic,Kyle O'Quinn,C
353,Semi,Ojeleye,F,6.0,6.0,78.0,,,,,,,,13,LAC,LA Clippers,West,Pacific,Semi Ojeleye,F
354,Jahlil,Okafor,C,6.0,10.0,82.0,,,,,,,,12,IND,Indiana Pacers,East,Central,Jahlil Okafor,C
355,Elie,Okobo,G,6.0,3.0,75.0,,,,,,,,24,PHX,Phoenix Suns,West,Pacific,Elie Okobo,G
356,Josh,Okogie,G,6.0,4.0,76.0,,,,,,,,4,CHA,Charlotte Hornets,East,Southeast,Josh Okogie,G
357,Victor,Oladipo,G,6.0,3.0,75.0,,,,,,,,16,MIA,Miami Heat,East,Southeast,Victor Oladipo,G
358,Kelly,Olynyk,F,6.0,11.0,83.0,,,,,,,,19,NOP,New Orleans Pelicans,West,Southwest,Kelly Olynyk,F
359,Cedi,Osman,F,6.0,7.0,79.0,,,,,,,,27,SAS,San Antonio Spurs,West,Southwest,Cedi Osman,F
360,Kelly,Oubre Jr.,F,6.0,8.0,80.0,,,,,,,,23,PHI,Philadelphia 76ers,East,Atlantic,Kelly Oubre Jr.,F
361,Zaza,Pachulia,C,6.0,11.0,83.0,,,,,,,,1,ATL,Atlanta Hawks,East,Southeast,Zaza Pachulia,C
362,Jabari,Parker,F,6.0,8.0,80.0,,,,,,,,2,BOS,Boston Celtics,East,Atlantic,Jabari Parker,F
363,Tony,Parker,G,6.0,2.0,74.0,,,,,,,,27,SAS,San Antonio Spurs,West,Southwest,Tony Parker,G
364,Chandler,Parsons,F,6.0,10.0,82.0,,,,,,,,11,HOU,Houston Rockets,West,Southwest,Chandler Parsons,F
365,Patrick,Patterson,F,6.0,8.0,80.0,,,,,,,,28,TOR,Toronto Raptors,East,Atlantic,Patrick Patterson,F
366,Justin,Patton,C,6.0,11.0,83.0,,,,,,,,11,HOU,Houston Rockets,West,Southwest,Justin Patton,C
367,Chris,Paul,G,6.0,0.0,72.0,,,,,,,,27,SAS,San Antonio Spurs,West,Southwest,Chris Paul,G
368,Cameron,Payne,G,6.0,3.0,75.0,,,,,,,,20,NYK,New York Knicks,East,Atlantic,Cameron Payne,G
369,Elfrid,Payton,G,6.0,3.0,75.0,,,,,,,,19,NOP,New Orleans Pelicans,West,Southwest,Elfrid Payton,G
370,Theo,Pinson,G-F,6.0,7.0,79.0,,,,,,,,7,DAL,Dallas Mavericks,West,Southwest,Theo Pinson,G-F
371,Mason,Plumlee,F-C,6.0,10.0,82.0,,,,,,,,24,PHX,Phoenix Suns,West,Pacific,Mason Plumlee,F-C
372,Miles,Plumlee,C,6.0,11.0,83.0,,,,,,,,24,PHX,Phoenix Suns,West,Pacific,Miles Plumlee,C
373,Jakob,Poeltl,C,7.0,0.0,84.0,,,,,,,,28,TOR,Toronto Raptors,East,Atlantic,Jakob Poeltl,C
374,Quincy,Pondexter,F,6.0,7.0,79.0,,,,,,,,15,MEM,Memphis Grizzlies,West,Southwest,Quincy Pondexter,F
375,Michael,Porter Jr.,F,6.0,10.0,82.0,,,,,,,,8,DEN,Denver Nuggets,West,Northwest,Michael Porter Jr.,F
376,Otto,Porter Jr.,F,6.0,8.0,80.0,,,,,,,,28,TOR,Toronto Raptors,East,Atlantic,Otto Porter Jr.,F
377,Bobby,Portis,F,6.0,10.0,82.0,,,,,,,,17,MIL,Milwaukee Bucks,East,Central,Bobby Portis,F
378,Kristaps,Porzingis,F-C,7.0,2.0,86.0,,,,,,,,2,BOS,Boston Celtics,East,Atlantic,Kristaps Porzingis,F-C
379,Dwight,Powell,F-C,6.0,10.0,82.0,,,,,,,,7,DAL,Dallas Mavericks,West,Southwest,Dwight Powell,F-C
380,Norman,Powell,F-G,6.0,4.0,76.0,,,,,,,,13,LAC,LA Clippers,West,Pacific,Norman Powell,G-F
381,Alex,Poythress,F,6.0,9.0,81.0,,,,,,,,12,IND,Indiana Pacers,East,Central,Alex Poythress,F
382,Billy,Preston,F,,,,,,,,,,,6,CLE,Cleveland Cavaliers,East,Central,Billy Preston,F
383,Taurean,Prince,F,6.0,6.0,78.0,,,,,,,,17,MIL,Milwaukee Bucks,East,Central,Taurean Prince,F
